,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
71,FF,2021-08-14,95.1,1.34,5.72,"Alonso, Pete",624413,681911,,swinging_strike,,,,,3,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,S,,,1,1,2021,0.64,1.87,0.52,3.43,,,,1,8,Bot,,,,,669257,,,-3.611568431826949,-138.3716885614761,-4.5093943841070026,9.063583831334654,33.29034157224433,-7.461272073991878,3.49,1.6,,,,95.0,2317.0,6.4,632958,681911,669257,571970,607208,621035,608369,572041,641355,641856,54.1,,,,,,,,58,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,154.0,0.0,-0.043
72,FF,2021-08-14,93.8,1.37,5.8,"Alonso, Pete",624413,681911,,swinging_strike,,,,,1,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,S,,,1,0,2021,0.43,2.0,-0.53,3.2,,,,1,8,Bot,,,,,669257,,,-5.855702749720793,-136.25038197449123,-5.315856696494933,6.784195108196179,33.94913520042654,-6.377706229683738,3.49,1.6,,,,93.3,2292.0,6.4,632958,681911,669257,571970,607208,621035,608369,572041,641355,641856,54.11,,,,,,,,58,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,156.0,0.0,-0.032
73,FF,2021-08-14,93.7,1.48,5.77,"Alonso, Pete",624413,681911,,ball,,,,,12,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,B,,,0,0,2021,0.95,1.64,1.89,3.08,,,,1,8,Bot,,,,,669257,,,-1.043220534732867,-136.31493614365232,-4.751916223602953,11.934422987305751,34.20377771876371,-11.018260365483751,3.49,1.59,,,,93.3,2359.0,6.4,632958,681911,669257,571970,607208,621035,608369,572041,641355,641856,54.14,,,,,,,,58,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,152.0,0.0,0.025
74,CH,2021-08-13,87.5,1.81,6.04,"Alonso, Pete",624413,628711,strikeout,swinging_strike,,,,,12,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,S,2.0,,2,2,2021,1.21,0.62,1.27,2.74,,,607043.0,2,3,Bot,,,,,669257,,,-3.7736373456789267,-127.35146680072391,-3.096949448026047,14.001748901760301,25.666855833794784,-24.944438605881892,3.49,1.6,,,,87.0,1825.0,5.9,632911,628711,669257,571970,607208,621035,608369,572041,641355,641856,54.6,,,0.0,1.0,0.0,0.0,,25,6,Changeup,0,2,0,2,2,0,0,2,Infield shift,Standard,129.0,-0.026000000000000002,-0.19
75,CH,2021-08-13,88.3,1.54,5.84,"Alonso, Pete",624413,628711,,blocked_ball,,,,,13,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,B,,,1,2,2021,1.37,0.77,-0.22,0.64,,,607043.0,2,3,Bot,,,,,669257,,,-7.082536262267778,-128.3379118980826,-8.182341438280933,16.530731172474148,23.748198513981823,-22.163078143614726,3.49,1.63,,,,88.3,2025.0,6.1,632911,628711,669257,571970,607208,621035,608369,572041,641355,641856,54.4,,,,,,,,25,5,Changeup,0,2,0,2,2,0,0,2,Infield shift,Standard,134.0,0.0,0.034
76,CU,2021-08-13,84.5,1.51,6.09,"Alonso, Pete",624413,628711,,foul,,,,,5,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,S,,,1,2,2021,-1.15,0.06,0.0,2.52,,,607043.0,2,3,Bot,,,,,669257,,,-1.223281118103694,-123.11267909022719,-2.125380698630523,-11.488407528348894,23.544826139415907,-31.337334604927587,3.49,1.6,172.0,63.0,45.0,83.9,2956.0,5.7,632911,628711,669257,571970,607208,621035,608369,572041,641355,641856,54.79,,,,,,,,25,4,Curveball,0,2,0,2,2,0,0,2,Infield shift,Standard,313.0,0.0,0.0
77,FF,2021-08-13,94.3,1.5,6.09,"Alonso, Pete",624413,628711,,ball,,,,,12,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,B,,,0,2,2021,0.41,1.42,1.2,5.34,,,607043.0,2,3,Bot,,,,,669257,,,-1.656458696132992,-137.31494154407062,0.5737056864001677,5.547243488980151,30.11683170568996,-14.489113431016685,3.49,1.64,,,,93.4,2462.0,5.7,632911,628711,669257,571970,607208,621035,608369,572041,641355,641856,54.83,,,,,,,,25,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard,153.0,0.0,0.023
78,CH,2021-08-13,87.0,1.66,5.81,"Alonso, Pete",624413,628711,,foul,,,,,14,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,S,,,0,1,2021,1.26,0.52,0.53,1.0,,,607043.0,2,3,Bot,,,,,669257,,,-5.2717092822052685,-126.60901804498606,-6.455090108585112,14.605788457598065,23.729438440102587,-25.514209686594647,3.49,1.6,,,,86.9,1866.0,6.0,632911,628711,669257,571970,607208,621035,608369,572041,641355,641856,54.48,,,,,,,,25,2,Changeup,0,2,0,2,2,0,0,2,Infield shift,Standard,129.0,0.0,-0.05
79,FF,2021-08-13,94.2,1.45,6.07,"Alonso, Pete",624413,628711,,swinging_strike,,,,,2,Pete Alonso strikes out swinging.,R,R,L,NYM,LAD,S,,,0,0,2021,0.31,1.3,0.23,3.26,,,607043.0,2,3,Bot,,,,,669257,,,-3.8212414333981584,-137.21424561910018,-4.497171663438711,4.70486618570815,27.648098428206033,-14.93411000580939,3.49,1.6,,,,93.6,2437.0,5.7,632911,628711,669257,571970,607208,621035,608369,572041,641355,641856,54.82,,,,,,,,25,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard,155.0,0.0,-0.042
80,FC,2021-08-13,87.8,2.83,5.79,"Alonso, Pete",624413,677865,,ball,,,,,13,Justin Bruihl intentionally walks Pete Alonso.,R,R,L,NYM,LAD,B,,,0,0,2021,-0.32,0.45,-1.02,0.45,,642086.0,607043.0,2,7,Bot,,,,,669257,,,-8.676245083685675,-127.537676198182,-7.826131896163513,-1.93671619987504,23.56697598459523,-25.88778094432664,3.49,1.56,,,,88.5,2184.0,6.6,632911,677865,669257,571970,607208,621035,608369,572041,641355,641856,53.92,,,,,,,,60,1,Cutter,1,4,1,4,4,1,1,4,Infield shift,Standard,167.0,0.017,0.051
81,FC,2021-08-13,95.8,-1.17,6.53,"Alonso, Pete",624413,445276,strikeout,swinging_strike,,,,,6,Pete Alonso strikes out swinging.,R,R,R,NYM,LAD,S,2.0,,0,2,2021,0.83,1.31,0.64,2.75,,,,2,9,Bot,,,,,669257,,,2.9367484260201704,-139.4336116580292,-7.407146164244829,10.172502642763162,30.654992512740442,-13.625874872807625,3.49,1.6,,,,96.9,2634.0,6.9,632911,445276,669257,571970,607208,621035,608369,572041,641355,641856,53.64,,,0.0,1.0,0.0,0.0,,78,3,Cutter,4,4,4,4,4,4,4,4,Infield shift,Strategic,170.0,-0.033,-0.06
82,SI,2021-08-13,95.6,-1.13,6.43,"Alonso, Pete",624413,445276,,swinging_strike,,,,,12,Pete Alonso strikes out swinging.,R,R,R,NYM,LAD,S,,,0,1,2021,-0.4,1.66,0.36,3.87,,,,2,9,Bot,,,,,669257,,,4.882956605419578,-139.17865023605196,-4.918836533315718,-6.351237651548023,31.38679309663486,-9.755687598963107,3.49,1.6,,,,96.5,2242.0,6.8,632911,445276,669257,571970,607208,621035,608369,572041,641355,641856,53.69,,,,,,,,78,2,Sinker,4,4,4,4,4,4,4,4,Infield shift,Strategic,185.0,0.0,-0.024
83,SI,2021-08-13,94.4,-1.23,6.37,"Alonso, Pete",624413,445276,,foul,,,,,11,Pete Alonso strikes out swinging.,R,R,R,NYM,LAD,S,,,0,0,2021,-0.45,1.57,-1.01,2.64,,,,2,9,Bot,,,,,669257,,,1.6114842779577792,-137.2887016297433,-7.654426451438174,-6.084962994889708,30.151400277773515,-10.78923785651276,3.49,1.6,164.0,61.7,33.0,96.1,2326.0,7.3,632911,445276,669257,571970,607208,621035,608369,572041,641355,641856,53.23,,,,,,,,78,1,Sinker,4,4,4,4,4,4,4,4,Infield shift,Strategic,184.0,0.0,-0.019
84,CH,2021-08-13,86.4,1.82,5.88,"Alonso, Pete",624413,628711,field_out,hit_into_play,,,,,14,Pete Alonso flies out to right fielder Billy McKinney.,R,R,L,NYM,LAD,X,9.0,fly_ball,1,0,2021,1.52,0.89,0.9,1.86,,,,1,1,Bot,162.24,124.97,,,669257,,,-5.241042514349616,-125.64821122128866,-5.141663510840191,17.210371169095765,25.119333248397414,-21.906463768010674,3.49,1.6,207.0,74.2,54.0,85.8,1984.0,5.9,632911,628711,669257,571970,607208,621035,608369,572041,641355,641856,54.6,0.1,0.106,0.0,1.0,0.0,0.0,3.0,7,2,Changeup,0,1,0,1,1,0,0,1,Infield shift,Standard,136.0,-0.017,-0.18600000000000003
85,FF,2021-08-13,93.4,1.43,6.13,"Alonso, Pete",624413,628711,,ball,,,,,14,Pete Alonso flies out to right fielder Billy McKinney.,R,R,L,NYM,LAD,B,,,0,0,2021,0.31,1.55,0.39,1.05,,,,1,1,Bot,,,,,669257,,,-3.2916104314646946,-135.7808110974876,-10.602488387186948,4.535896009451941,27.56622275681389,-10.974953973663368,3.49,1.61,,,,92.4,2520.0,5.6,632911,628711,669257,571970,607208,621035,608369,572041,641355,641856,54.9,,,,,,,,7,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shift,Standard,147.0,0.0,0.025
86,KC,2021-08-13,79.8,-1.38,5.85,"Alonso, Pete",624413,608349,single,hit_into_play,,,,,5,Pete Alonso singles on a sharp ground ball to right fielder Billy McKinney.,R,R,R,NYM,LAD,X,9.0,ground_ball,1,1,2021,1.02,-1.28,-0.05,2.68,,,,0,6,Bot,155.61,135.58,,,669257,,,1.000321649277707,-116.1667218093282,2.2466322677885464,8.992538134866702,24.09972191986757,-44.34502084310322,3.49,1.6,15.0,100.5,-9.0,79.7,2563.0,6.4,632911,608349,669257,571970,607208,621035,608369,572041,641355,641856,54.08,0.28300000000000003,0.26899999999999996,0.9,1.0,1.0,0.0,2.0,48,3,Knuckle Curve,0,4,0,4,4,0,0,4,Infield shift,Standard,36.0,0.033,0.414
87,FF,2021-08-13,96.5,-1.29,5.92,"Alonso, Pete",624413,608349,,ball,,,,,12,Pete Alonso singles on a sharp ground ball to right fielder Billy McKinney.,R,R,R,NYM,LAD,B,,,0,1,2021,-0.24,1.32,0.52,4.07,,,,0,6,Bot,,,,,669257,,,5.3837975956280815,-140.4560990179987,-2.3602383037479324,-4.435313948780119,31.26795665083313,-14.385859128038659,3.49,1.61,,,,96.9,2470.0,6.5,632911,608349,669257,571970,607208,621035,608369,572041,641355,641856,54.04,,,,,,,,48,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,202.0,0.0,0.028999999999999998
88,FF,2021-08-13,96.0,-1.66,5.87,"Alonso, Pete",624413,608349,,called_strike,,,,,7,Pete Alonso singles on a sharp ground ball to right fielder Billy McKinney.,R,R,R,NYM,LAD,S,,,0,0,2021,-0.4,1.26,-0.37,1.84,,,,0,6,Bot,,,,,669257,,,4.343955015927786,-139.55967110469106,-7.982079795361653,-6.240799552339822,30.52842223827961,-14.087282075281394,3.49,1.61,,,,96.5,2354.0,6.5,632911,608349,669257,571970,607208,621035,608369,572041,641355,641856,53.96,,,,,,,,48,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,206.0,0.0,-0.039
89,SI,2021-08-12,96.4,-1.26,5.64,"Alonso, Pete",624413,607200,single,hit_into_play,,,,,2,Pete Alonso singles on a line drive to right fielder Juan Soto.,R,R,R,NYM,WSH,X,9.0,line_drive,2,1,2021,-0.67,0.52,0.04,2.9,,,,2,3,Bot,148.61,131.02,,,668663,,,5.021111942032526,-140.33999871674465,-2.938908288800319,-9.924826266040712,31.52137669149969,-24.797250552698326,3.49,1.6,183.0,86.4,11.0,97.4,1844.0,6.8,632912,607200,668663,475582,506703,666198,671277,664057,645302,665742,53.7,0.597,0.552,0.9,1.0,1.0,0.0,4.0,22,4,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,203.0,0.017,0.107
90,SI,2021-08-12,96.0,-1.17,5.89,"Alonso, Pete",624413,607200,,ball,,,,,11,Pete Alonso singles on a line drive to right fielder Juan Soto.,R,R,R,NYM,WSH,B,,,1,1,2021,-0.98,0.86,-1.3,2.58,,,,2,3,Bot,,,,,668663,,,1.880921978209941,-139.82506397241178,-5.1915641766866845,-13.325240463198778,30.653750628883344,-19.899230075848838,3.43,1.62,,,,96.8,1935.0,6.7,632912,607200,668663,475582,506703,666198,671277,664057,645302,665742,53.85,,,,,,,,22,3,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,202.0,0.0,0.019
91,CU,2021-08-12,81.1,-1.54,5.36,"Alonso, Pete",624413,607200,,called_strike,,,,,3,Pete Alonso singles on a line drive to right fielder Juan Soto.,R,R,R,NYM,WSH,S,,,1,0,2021,1.34,0.25,0.75,2.99,,,,2,3,Bot,,,,,668663,,,2.5756670145768523,-118.08423622383059,0.8596307825472023,12.09364287247523,22.007579139837755,-30.2426067907933,3.44,1.6,,,,81.8,2379.0,6.7,632912,607200,668663,475582,506703,666198,671277,664057,645302,665742,53.8,,,,,,,,22,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,78.0,0.0,-0.021
92,SI,2021-08-12,95.4,-1.14,5.81,"Alonso, Pete",624413,607200,,ball,,,,,13,Pete Alonso singles on a line drive to right fielder Juan Soto.,R,R,R,NYM,WSH,B,,,0,0,2021,-1.01,0.7,-1.57,1.47,,,,2,3,Bot,,,,,668663,,,1.158928615310672,-138.8717515029516,-7.440021730550933,-13.398509146023654,29.136748074077342,-21.76824631168912,3.49,1.7,,,,96.5,1967.0,6.8,632912,607200,668663,475582,506703,666198,671277,664057,645302,665742,53.72,,,,,,,,22,1,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,199.0,0.0,0.016
93,CH,2021-08-12,81.8,1.56,5.8,"Alonso, Pete",624413,543594,field_out,hit_into_play,,,,,9,Pete Alonso lines out to second baseman Luis Garcia.,R,R,L,NYM,WSH,X,4.0,line_drive,0,0,2021,1.22,0.54,0.47,1.64,,,,2,2,Bot,119.44,131.45,,,656180,,,-4.852085889564217,-119.02978835571248,-3.9425601935684615,12.570225505336115,20.98156170347877,-26.462094014906487,3.49,1.6,173.0,82.8,12.0,82.7,1619.0,6.7,632949,543594,656180,605137,671277,666198,444876,628450,645302,665742,53.81,0.633,0.57,0.0,1.0,0.0,0.0,4.0,19,1,Changeup,3,0,3,0,0,3,3,0,Infield shift,Standard,129.0,-0.005,-0.10400000000000001
94,SI,2021-08-12,94.8,-1.54,5.46,"Alonso, Pete",624413,600921,hit_by_pitch,hit_by_pitch,,,,,11,Pete Alonso hit by pitch.    Brandon Nimmo to 2nd.,R,R,R,NYM,WSH,B,,,1,2,2021,-1.05,1.17,-1.57,4.1,621512.0,,607043.0,1,4,Bot,,,,,656180,,,2.2832216837620765,-138.14997564448308,-0.541988192846092,-13.913493400784972,30.452399657048453,-17.28925909951769,3.49,1.6,,,,96.1,1979.0,6.9,632949,600921,656180,605137,671277,666198,444876,628450,645302,665742,53.57,,,0.7,1.0,0.0,0.0,,34,4,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,195.0,0.003,0.691
95,FF,2021-08-12,95.3,-1.45,5.64,"Alonso, Pete",624413,600921,,ball,,,,,11,Pete Alonso hit by pitch.    Brandon Nimmo to 2nd.,R,R,R,NYM,WSH,B,,,0,2,2021,-0.48,1.34,-1.66,3.04,621512.0,,607043.0,1,4,Bot,,,,,656180,,,0.5145890259846997,-138.88384616036345,-4.267863317505415,-6.328494757819207,30.28490216187845,-14.070588563500818,3.46,1.58,,,,96.1,2155.0,6.6,632949,600921,656180,605137,671277,666198,444876,628450,645302,665742,53.91,,,,,,,,34,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,198.0,0.0,-0.018000000000000002
96,SI,2021-08-12,94.5,-1.57,5.48,"Alonso, Pete",624413,600921,,foul,,,,,11,Pete Alonso hit by pitch.    Brandon Nimmo to 2nd.,R,R,R,NYM,WSH,S,,,0,1,2021,-0.88,1.22,-1.09,2.89,621512.0,,607043.0,1,4,Bot,,,,,656180,,,3.2474095207302427,-137.82241413022822,-3.920443238439368,-11.936037371737704,25.4234001892378,-15.896392304363653,3.49,1.6,122.0,54.2,25.0,96.2,2054.0,6.7,632949,600921,656180,605137,671277,666198,444876,628450,645302,665742,53.76,,,,,,,,34,2,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,204.0,0.0,-0.12300000000000001
97,SL,2021-08-12,84.1,-1.5,5.6,"Alonso, Pete",624413,600921,,called_strike,,,,,2,Pete Alonso hit by pitch.    Brandon Nimmo to 2nd.,R,R,R,NYM,WSH,S,,,0,0,2021,0.49,-0.04,0.12,3.3,621512.0,,607043.0,1,4,Bot,,,,,656180,,,2.8089366228685217,-122.59545984680271,1.0058145643857404,4.526472899316103,19.828911555895157,-32.90753603943701,3.49,1.64,,,,85.7,2026.0,6.8,632949,600921,656180,605137,671277,666198,444876,628450,645302,665742,53.69,,,,,,,,34,1,Slider,4,0,4,0,0,4,4,0,Standard,Strategic,94.0,0.0,-0.08
98,CU,2021-08-12,83.0,-1.25,6.52,"Alonso, Pete",624413,622446,strikeout,swinging_strike_blocked,,,,,14,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,2.0,,3,2,2021,0.22,-0.33,1.78,0.99,,,,2,6,Bot,,,,,656180,,,6.598870875466582,-120.76441402168643,-5.630127116360238,0.9681699533379003,21.705040738249465,-34.619964632822885,3.49,1.6,,,,84.5,2265.0,7.1,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.42,,,0.0,1.0,0.0,0.0,,52,9,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,75.0,-0.001,-0.131
99,SI,2021-08-12,94.9,-1.74,5.72,"Alonso, Pete",624413,640448,home_run,hit_into_play,,,,,4,Pete Alonso homers (25) on a fly ball to left center field.,R,R,R,NYM,WSH,X,,fly_ball,2,0,2021,-0.75,1.27,-0.83,2.77,,,,1,7,Bot,54.04,43.58,,,656180,,,4.095207541290298,-138.3069547175692,-5.01905581461104,-10.483554792118897,27.08358620572957,-14.952822173498713,3.49,1.6,422.0,108.8,42.0,96.2,1701.0,6.7,632912,640448,656180,605137,506703,666198,671277,664057,645302,665742,53.81,0.46,0.932,2.0,1.0,0.0,3.0,6.0,61,3,Sinker,4,4,4,4,4,5,5,4,Standard,Standard,217.0,0.423,0.925
100,FF,2021-08-12,93.3,1.13,5.91,"Alonso, Pete",624413,543594,field_out,hit_into_play,,,,,11,Pete Alonso pops out softly to first baseman Josh Bell in foul territory.,R,R,L,NYM,WSH,X,3.0,popup,0,2,2021,0.46,1.4,-0.97,2.77,,,,1,1,Bot,150.61,189.73,,,656180,,,-6.484708898336816,-135.6377036161297,-5.406666789959702,7.13760722045733,29.372060917794947,-13.93147588571847,3.49,1.6,69.0,49.3,72.0,94.0,2139.0,6.7,632949,543594,656180,605137,671277,666198,444876,628450,645302,665742,53.77,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,157.0,-0.017,-0.1
101,SI,2021-08-12,96.1,-1.15,5.84,"Alonso, Pete",624413,607200,double,hit_into_play,,,,,12,Pete Alonso doubles (16) on a sharp line drive to right fielder Juan Soto.,R,R,R,NYM,WSH,X,9.0,line_drive,2,1,2021,-0.73,0.67,1.02,3.09,,,,2,1,Bot,188.88,129.5,,,668663,,,7.481647762840033,-139.92575416219557,-3.3088364596811384,-11.15643880702763,27.808315280835785,-22.81311222981344,3.49,1.6,164.0,106.4,7.0,97.4,1916.0,6.7,632912,607200,668663,475582,506703,666198,671277,664057,645302,665742,53.77,0.67,0.632,1.25,1.0,1.0,1.0,4.0,6,4,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,203.0,0.026000000000000002,0.20800000000000002
102,FF,2021-08-12,94.3,-1.46,6.59,"Alonso, Pete",624413,622446,,foul,,,,,11,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,,,3,2,2021,-0.67,1.38,-0.24,3.81,,,,2,6,Bot,,,,,656180,,,4.713704264258499,-137.24428529170066,-4.629679661160932,-9.483824920932488,30.349830657359142,-13.895815808456359,3.49,1.6,235.0,80.2,32.0,95.4,2290.0,6.9,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.58,,,,,,,,52,8,4-Seam Fastball,4,1,4,1,1,4,4,1,Infield shift,Standard,212.0,0.0,0.0
103,SI,2021-08-12,95.5,-1.17,5.94,"Alonso, Pete",624413,607200,,ball,,,,,13,Pete Alonso doubles (16) on a sharp line drive to right fielder Juan Soto.,R,R,R,NYM,WSH,B,,,1,1,2021,-0.81,0.69,-1.18,1.96,,,,2,1,Bot,,,,,668663,,,1.8138641469155767,-139.11117557687328,-6.5010105676054,-10.9821452333166,29.676848141100212,-21.979581262090072,3.49,1.59,,,,96.5,1871.0,6.7,632912,607200,668663,475582,506703,666198,671277,664057,645302,665742,53.83,,,,,,,,6,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,194.0,0.0,0.019
104,SL,2021-08-12,88.1,-1.98,5.65,"Alonso, Pete",624413,640448,,ball,,,,,14,Pete Alonso homers (25) on a fly ball to left center field.,R,R,R,NYM,WSH,B,,,1,0,2021,0.34,0.22,0.94,0.9,,,,1,7,Bot,,,,,656180,,,6.429397962949707,-128.13627010924696,-5.978495139870317,2.6422665308908457,23.53447746103173,-28.79688865710137,3.57,1.66,,,,89.0,2226.0,6.7,632912,640448,656180,605137,506703,666198,671277,664057,645302,665742,53.85,,,,,,,,61,2,Slider,4,4,4,4,4,4,4,4,Standard,Standard,160.0,0.0,0.05
105,FF,2021-08-12,95.3,-1.35,6.56,"Alonso, Pete",624413,622446,,foul,,,,,5,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,,,3,2,2021,-0.56,1.53,-0.12,2.56,,,,2,6,Bot,,,,,656180,,,4.526675309566049,-138.57918414720348,-8.350436595944707,-8.21932828907547,32.12063968602726,-10.8133178088886,3.49,1.6,186.0,82.9,71.0,96.1,2265.0,6.9,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.63,,,,,,,,52,7,4-Seam Fastball,4,1,4,1,1,4,4,1,Infield shift,Standard,210.0,0.0,0.0
106,CH,2021-08-12,79.7,1.32,5.9,"Alonso, Pete",624413,543594,,foul,,,,,9,Pete Alonso pops out softly to first baseman Josh Bell in foul territory.,R,R,L,NYM,WSH,S,,,0,2,2021,1.15,0.52,0.48,2.16,,,,1,1,Bot,,,,,656180,,,-4.004943495942642,-116.04752178115132,-2.501693267359808,11.119073153415403,20.61392799726723,-27.255074013442265,3.49,1.6,164.0,64.3,56.0,80.3,1564.0,6.5,632949,543594,656180,605137,671277,666198,444876,628450,645302,665742,53.98,,,,,,,,6,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,129.0,0.0,0.0
107,SI,2021-08-12,96.6,-1.89,5.7,"Alonso, Pete",624413,640448,,ball,,,,,11,Pete Alonso homers (25) on a fly ball to left center field.,R,R,R,NYM,WSH,B,,,0,0,2021,-1.05,1.39,-0.86,4.12,,,,1,7,Bot,,,,,656180,,,5.190662353929553,-140.59727115606995,-1.8524801322690445,-15.146959248315644,30.804130520230807,-13.535573549826156,3.59,1.63,,,,97.5,2031.0,6.7,632912,640448,656180,605137,506703,666198,671277,664057,645302,665742,53.8,,,,,,,,61,1,Sinker,4,4,4,4,4,4,4,4,Standard,Standard,215.0,0.0,0.025
108,SI,2021-08-12,95.2,-1.19,5.85,"Alonso, Pete",624413,607200,,ball,,,,,13,Pete Alonso doubles (16) on a sharp line drive to right fielder Juan Soto.,R,R,R,NYM,WSH,B,,,0,1,2021,-0.64,0.57,-0.76,1.39,,,,2,1,Bot,,,,,668663,,,2.584746942835247,-138.57043287320352,-7.454358241439197,-8.829753187813662,29.554328750485578,-23.39322132830633,3.49,1.53,,,,96.2,1875.0,6.8,632912,607200,668663,475582,506703,666198,671277,664057,645302,665742,53.73,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,199.0,0.0,0.013999999999999999
109,FF,2021-08-12,95.3,-1.3,6.59,"Alonso, Pete",624413,622446,,foul,,,,,13,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,S,,,3,2,2021,-0.93,1.38,-1.05,2.26,,,,2,6,Bot,,,,,656180,,,2.787596971180204,-138.615818465874,-8.972526652278725,-12.661504868949898,30.05053945477795,-12.538663509263008,3.49,1.6,313.0,85.5,33.0,96.7,2372.0,7.0,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.46,,,,,,,,52,6,4-Seam Fastball,4,1,4,1,1,4,4,1,Infield shift,Standard,215.0,0.0,0.0
110,CH,2021-08-12,80.7,1.22,5.98,"Alonso, Pete",624413,543594,,swinging_strike,,,,,2,Pete Alonso pops out softly to first baseman Josh Bell in foul territory.,R,R,L,NYM,WSH,S,,,0,1,2021,1.15,0.92,0.27,3.34,,,,1,1,Bot,,,,,656180,,,-4.314639080962826,-117.42169493352148,-0.9802277512216832,11.434199114898595,22.065958846167273,-23.655485116899644,3.49,1.6,,,,81.0,1587.0,6.5,632949,543594,656180,605137,671277,666198,444876,628450,645302,665742,53.99,,,,,,,,6,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,131.0,0.0,-0.035
111,CU,2021-08-12,81.4,-1.27,6.53,"Alonso, Pete",624413,622446,,ball,,,,,14,Pete Alonso strikes out swinging.,R,R,R,NYM,WSH,B,,,2,2,2021,0.06,-0.45,0.48,0.83,,,,2,6,Bot,,,,,656180,,,3.8644647578530438,-118.52168478357328,-5.445756742910032,-0.16151880320903092,21.0529964427143,-35.630267505290064,3.35,1.57,,,,82.8,2251.0,7.1,632949,622446,656180,605137,671277,666198,444876,628450,645302,665742,53.45,,,,,,,,52,5,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,50.0,0.0,0.042
112,SI,2021-08-12,95.5,-1.26,5.8,"Alonso, Pete",624413,607200,,foul,,,,,3,Pete Alonso doubles (16) on a sharp line drive to right fielder Juan Soto.,R,R,R,NYM,WSH,S,,,0,0,2021,-0.69,0.78,0.55,3.15,,,,2,1,Bot,,,,,668663,,,6.375219280349339,-138.9356525466994,-3.1610501561565503,-10.358955448273868,29.558532006365308,-21.57035462524057,3.49,1.6,231.0,76.7,46.0,96.5,1755.0,6.8,632912,607200,668663,475582,506703,666198,671277,664057,645302,665742,53.74,,,,,,,,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,211.0,0.0,-0.019
