,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
154,CH,2021-08-07,85.3,2.34,5.8,"Alonso, Pete",624413,624133,,ball,,,,,14,Pete Alonso walks.,R,R,L,PHI,NYM,B,,,1,2,2021,1.09,0.58,0.99,0.38,,,,2,3,Top,,,,,592663,,,-5.313912588969658,-123.93941542375843,-7.573291652271251,12.245861200540904,24.39397284066227,-24.86254283233364,3.49,1.59,,,,84.9,1400.0,6.1,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.44,,,,,,,,17,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,129.0,0.0,0.017
155,CH,2021-08-07,84.8,2.22,5.84,"Alonso, Pete",624413,624133,,ball,,,,,14,Pete Alonso walks.,R,R,L,PHI,NYM,B,,,0,2,2021,1.07,0.8,1.01,0.78,,,,2,3,Top,,,,,592663,,,-4.929891874884067,-123.25550319927757,-7.0409134804977045,11.848175648549494,24.956325619619736,-22.80631876063905,3.49,1.57,,,,84.5,1339.0,6.2,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.28,,,,,,,,17,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,124.0,0.0,0.011000000000000001
156,SI,2021-08-07,94.8,2.29,6.05,"Alonso, Pete",624413,624133,,foul,,,,,8,Pete Alonso walks.,R,R,L,PHI,NYM,S,,,0,1,2021,1.58,0.3,0.17,2.01,,,,2,3,Top,,,,,592663,,,-9.04314950641958,-137.67997533682978,-5.515797084551126,22.175999059126053,32.94696302074531,-27.187502516270513,3.49,1.6,178.0,70.0,59.0,94.3,1967.0,6.3,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.23,,,,,,,,17,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,141.0,0.0,-0.024
157,SI,2021-08-07,95.9,2.43,5.9,"Alonso, Pete",624413,624133,,called_strike,,,,,5,Pete Alonso walks.,R,R,L,PHI,NYM,S,,,0,0,2021,1.36,0.54,0.08,2.79,,,,2,3,Top,,,,,592663,,,-9.258996448835406,-139.3499865492533,-3.822891805694716,19.874850495095448,31.80233269778447,-24.443438173450406,3.49,1.64,,,,95.7,1907.0,6.3,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.22,,,,,,,,17,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,140.0,0.0,-0.019
158,FF,2021-08-07,91.2,-1.94,6.12,"Alonso, Pete",624413,670456,field_out,hit_into_play,,,,,4,"Pete Alonso grounds out sharply, third baseman Alec Bohm to first baseman Brad Miller.",R,R,R,PHI,NYM,X,5.0,ground_ball,2,1,2021,-0.81,1.51,-0.69,2.28,,656731.0,,2,5,Top,96.07,165.48,,,592663,,,4.859712827118856,-132.52906242954913,-6.935390806278742,-10.571564832793372,29.16062659777474,-13.070779328093602,3.49,1.6,116.0,108.6,5.0,90.6,2104.0,6.1,632981,670456,592663,543543,516416,664761,591720,546318,608671,547180,54.44,0.643,0.59,0.0,1.0,0.0,0.0,4.0,33,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,222.0,0.046,-0.336
159,SL,2021-08-07,83.6,-2.29,5.86,"Alonso, Pete",624413,670456,,ball,,,,,14,"Pete Alonso grounds out sharply, third baseman Alec Bohm to first baseman Brad Miller.",R,R,R,PHI,NYM,B,,,1,1,2021,0.42,-0.2,1.57,2.39,,656731.0,,2,5,Top,,,,,592663,,,8.023646077676272,-121.68612281983893,-1.2433514553301794,2.8140253626396667,20.6655390952014,-34.1995629377996,3.49,1.63,,,,83.5,2575.0,5.9,632981,670456,592663,543543,516416,664761,591720,546318,608671,547180,54.56,,,,,,,,33,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,51.0,0.0,0.044000000000000004
160,FF,2021-08-07,91.6,-1.89,6.17,"Alonso, Pete",624413,670456,,called_strike,,,,,1,"Pete Alonso grounds out sharply, third baseman Alec Bohm to first baseman Brad Miller.",R,R,R,PHI,NYM,S,,,1,0,2021,-0.89,1.45,-0.73,3.16,,656731.0,,2,5,Top,,,,,592663,,,4.8200345208155255,-133.23491666218078,-4.818260835698851,-11.59804759216824,29.551644597205637,-14.115752480493706,3.63,1.65,,,,91.1,2127.0,6.1,632981,670456,592663,543543,516416,664761,591720,546318,608671,547180,54.45,,,,,,,,33,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,224.0,0.0,-0.054000000000000006
161,FF,2021-08-07,92.7,-1.91,6.2,"Alonso, Pete",624413,670456,,ball,,,,,11,"Pete Alonso grounds out sharply, third baseman Alec Bohm to first baseman Brad Miller.",R,R,R,PHI,NYM,B,,,0,0,2021,-0.48,1.59,-0.87,3.95,,656731.0,,2,5,Top,,,,,592663,,,3.6774037301551634,-134.9248670280235,-3.368002112502694,-6.695886714803825,31.622627726997838,-12.2906674734866,3.57,1.62,,,,91.6,2265.0,5.8,632981,670456,592663,543543,516416,664761,591720,546318,608671,547180,54.69,,,,,,,,33,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,221.0,0.0,0.023
162,FF,2021-08-07,93.7,-1.4,5.57,"Alonso, Pete",624413,453178,strikeout,foul_tip,,,,,11,Pete Alonso strikes out on a foul tip.,R,R,R,PHI,NYM,S,2.0,,0,2,2021,-0.9,1.62,-0.62,3.7,,607680.0,607043.0,1,9,Top,,,,,592663,,,4.013768336584782,-136.4665439643295,-2.7244110435483004,-12.128082174874114,28.836623816899124,-11.448925225084471,3.49,1.6,,,,94.1,2417.0,6.4,632981,453178,592663,543543,663897,664761,591720,546318,608671,547180,54.11,,,0.0,1.0,0.0,0.0,,73,3,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,215.0,0.086,-0.289
163,FF,2021-08-07,93.4,-1.51,5.5,"Alonso, Pete",624413,453178,,swinging_strike,,,,,2,Pete Alonso strikes out on a foul tip.,R,R,R,PHI,NYM,S,,,0,1,2021,-0.89,1.72,0.0,3.33,,607680.0,607043.0,1,9,Top,,,,,592663,,,5.8778729784926105,-135.91619499540693,-3.6527902177635068,-12.318336823497086,28.44564411460755,-10.260447421840516,3.49,1.6,,,,94.0,2442.0,6.5,632981,453178,592663,543543,663897,664761,591720,546318,608671,547180,53.99,,,,,,,,73,2,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,219.0,0.0,-0.11599999999999999
164,FF,2021-08-07,93.4,-1.49,5.48,"Alonso, Pete",624413,453178,,swinging_strike,,,,,1,Pete Alonso strikes out on a foul tip.,R,R,R,PHI,NYM,S,,,0,0,2021,-0.95,1.62,-0.32,2.94,,607680.0,607043.0,1,9,Top,,,,,592663,,,5.1212265876344745,-135.88980751546862,-4.375003894682432,-12.901420212519755,29.379730676624963,-11.377555355782876,3.49,1.6,,,,93.7,2454.0,6.5,632981,453178,592663,543543,663897,664761,591720,546318,608671,547180,54.03,,,,,,,,73,1,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,220.0,0.0,-0.07
165,SI,2021-08-07,94.1,2.39,5.89,"Alonso, Pete",624413,624133,strikeout,swinging_strike,,,,,9,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,S,2.0,,1,2,2021,1.33,0.67,0.68,1.82,,,607043.0,0,1,Top,,,,,592663,,,-7.385044933284344,-136.65927346108455,-6.2314502896673805,18.319219381930388,34.43751789057329,-22.465501436314998,3.49,1.6,,,,93.5,1848.0,6.4,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.1,,,0.0,1.0,0.0,0.0,,2,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,137.0,0.033,-0.27
166,SI,2021-08-07,93.3,2.38,5.87,"Alonso, Pete",624413,624133,,swinging_strike,,,,,14,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,S,,,1,1,2021,1.41,0.19,0.44,0.87,,,607043.0,0,1,Top,,,,,592663,,,-8.116925224386609,-135.47149184563594,-7.449782634313202,19.188623620829507,32.47943513235797,-28.229477131248533,3.49,1.6,,,,92.9,1755.0,6.4,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.11,,,,,,,,2,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,136.0,0.0,-0.102
167,SI,2021-08-07,99.5,0.95,6.42,"Alonso, Pete",624413,621237,strikeout,swinging_strike,,,,,5,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,S,2.0,,2,2,2021,1.2,1.24,0.07,2.4,,,,1,8,Top,,,,,592663,,,-5.254535761876481,-144.68753039862617,-8.620365385133027,18.07548629785937,33.366018478566396,-12.928344604711866,3.49,1.6,,,,100.3,2097.0,6.8,632981,621237,592663,543543,663897,664761,591720,546318,608671,547180,53.74,,,0.0,1.0,0.0,0.0,,59,6,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,145.0,0.006999999999999999,-0.138
168,CH,2021-08-07,85.5,2.51,5.72,"Alonso, Pete",624413,624133,,blocked_ball,,,,,13,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,B,,,0,1,2021,1.22,0.75,-0.34,0.42,,,607043.0,0,1,Top,,,,,592663,,,-9.17887151034635,-124.0263766491493,-7.68610399111439,14.437062266715367,24.845453157455086,-22.9975257014572,3.49,1.66,,,,85.4,1513.0,6.4,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.09,,,,,,,,2,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,123.0,0.0,0.044000000000000004
169,FC,2021-08-07,93.2,0.87,6.44,"Alonso, Pete",624413,621237,,foul,,,,,13,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,S,,,2,2,2021,-0.08,0.46,-0.62,1.36,,,,1,8,Top,,,,,592663,,,-3.664365066460303,-135.68574008696564,-8.430336519193673,-0.3436868753789735,26.333668860607077,-24.979989122355143,3.49,1.6,3.0,89.4,-28.0,94.3,2198.0,6.7,632981,621237,592663,543543,663897,664761,591720,546318,608671,547180,53.83,,,,,,,,59,5,Cutter,4,0,0,4,0,4,0,4,Standard,Standard,159.0,0.0,0.0
170,SI,2021-08-07,99.3,0.98,6.53,"Alonso, Pete",624413,621237,,foul,,,,,8,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,S,,,2,1,2021,0.99,1.21,0.04,2.18,,,,1,8,Top,,,,,592663,,,-4.9318358786351455,-144.34665283616374,-9.422359859430145,14.991838907144807,31.579189255696072,-13.26125509486979,3.49,1.6,205.0,76.0,24.0,100.4,2112.0,6.8,632981,621237,592663,543543,663897,664761,591720,546318,608671,547180,53.7,,,,,,,,59,4,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,152.0,0.0,-0.054000000000000006
171,SI,2021-08-07,93.7,2.5,5.9,"Alonso, Pete",624413,624133,,called_strike,,,,,8,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,S,,,0,0,2021,1.25,0.81,0.21,1.8,,,607043.0,0,1,Top,,,,,592663,,,-8.657063038296462,-135.9803068068018,-6.578081580784303,17.403999320869882,31.30959964575525,-20.848528832372946,3.49,1.6,,,,93.5,1874.0,6.4,632981,624133,592663,543543,516416,664761,591720,546318,608671,547180,54.07,,,,,,,,2,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,136.0,0.0,-0.057999999999999996
172,SI,2021-08-07,98.8,0.92,6.55,"Alonso, Pete",624413,621237,,ball,,,,,11,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,B,,,1,1,2021,0.98,1.39,-1.11,3.42,,,,1,8,Top,,,,,592663,,,-7.865075558136326,-143.70511806355415,-6.411050948358344,15.307649057384765,30.50434766212559,-11.58077718315208,3.49,1.61,,,,99.9,2082.0,6.7,632981,621237,592663,543543,663897,664761,591720,546318,608671,547180,53.76,,,,,,,,59,3,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,152.0,0.0,0.037000000000000005
173,SI,2021-08-07,99.9,0.79,6.55,"Alonso, Pete",624413,621237,,foul,,,,,5,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,S,,,1,0,2021,1.05,1.36,0.12,2.87,,,,1,8,Top,,,,,592663,,,-4.3689350231279445,-145.27472124832772,-8.038609009501206,15.944818646598469,33.728944854490564,-11.249052687049916,3.49,1.6,206.0,77.3,22.0,100.8,2198.0,6.8,632981,621237,592663,543543,663897,664761,591720,546318,608671,547180,53.72,,,,,,,,59,2,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,153.0,0.0,-0.032
174,SI,2021-08-07,100.0,0.78,6.55,"Alonso, Pete",624413,621237,,ball,,,,,13,Pete Alonso strikes out swinging.,R,R,L,PHI,NYM,B,,,0,0,2021,1.15,1.46,-1.22,1.23,,,,1,8,Top,,,,,592663,,,-8.273822997002151,-144.8936746914931,-12.809758848032038,18.145262877935828,32.606871780137574,-8.797002124921852,3.31,1.52,,,,100.7,2125.0,6.8,632981,621237,592663,543543,663897,664761,591720,546318,608671,547180,53.67,,,,,,,,59,1,Sinker,4,0,0,4,0,4,0,4,Standard,Standard,156.0,0.0,0.025
175,CH,2021-08-06,83.4,-2.37,6.3,"Alonso, Pete",624413,502043,field_out,hit_into_play,,,,,7,Pete Alonso flies out to left fielder Odubel Herrera.,R,R,R,PHI,NYM,X,7.0,fly_ball,1,0,2021,-1.12,0.38,-0.64,2.16,,643446.0,,0,5,Top,82.01,76.25,,,592663,,,6.243327658505352,-121.38999038821045,-3.911947754745652,-12.292159658866074,21.87860395678729,-27.84613899825603,3.49,1.6,322.0,85.3,34.0,84.4,1650.0,6.7,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.76,0.01,0.009000000000000001,0.0,1.0,0.0,0.0,3.0,36,2,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,231.0,0.055999999999999994,-0.445
176,CH,2021-08-06,82.6,-2.44,6.31,"Alonso, Pete",624413,502043,,ball,,,,,13,Pete Alonso flies out to left fielder Odubel Herrera.,R,R,R,PHI,NYM,B,,,0,0,2021,-1.29,0.24,-1.63,2.33,,643446.0,,0,5,Top,,,,,592663,,,4.375933067618893,-120.23094759073734,-3.0673067162838232,-13.319843957865055,22.617083808735593,-29.49370819416247,3.4,1.57,,,,83.0,1637.0,6.5,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,54.0,,,,,,,,36,1,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,233.0,0.0,0.057999999999999996
177,SL,2021-08-06,84.1,-2.34,6.29,"Alonso, Pete",624413,502043,walk,ball,,,,,14,Pete Alonso walks.   Brandon Nimmo to 2nd.,R,R,R,PHI,NYM,B,,,3,1,2021,0.28,-0.39,1.01,1.06,,,607043.0,2,3,Top,,,,,592663,,,7.293858045170579,-122.32592030924444,-5.008058128720599,1.4260415181407178,23.61120675181396,-35.30273982580755,3.3,1.51,,,,85.2,2540.0,7.0,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.53,,,0.7,1.0,0.0,0.0,,19,5,Slider,1,0,0,1,0,1,0,1,Infield shift,Standard,72.0,-0.024,0.11900000000000001
178,SI,2021-08-06,92.1,-2.15,6.37,"Alonso, Pete",624413,502043,,called_strike,,,,,8,Pete Alonso walks.   Brandon Nimmo to 2nd.,R,R,R,PHI,NYM,S,,,3,0,2021,-0.99,0.76,-0.23,1.83,,,607043.0,2,3,Top,,,,,592663,,,7.081617828111543,-133.88654974182018,-7.449646044718407,-13.413142848735829,26.703642050964604,-21.632488439964643,3.33,1.56,,,,93.3,2205.0,6.9,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.64,,,,,,,,19,4,Sinker,1,0,0,1,0,1,0,1,Infield shift,Standard,217.0,0.0,-0.05
179,SL,2021-08-06,84.4,-2.2,6.35,"Alonso, Pete",624413,502043,,ball,,,,,14,Pete Alonso walks.   Brandon Nimmo to 2nd.,R,R,R,PHI,NYM,B,,,2,0,2021,0.34,-0.2,1.48,1.08,,,607043.0,2,3,Top,,,,,592663,,,7.968226746227853,-122.71713602040244,-5.540636993682328,1.9611297278452584,23.035590000220772,-33.35836366900691,3.17,1.43,,,,85.3,2466.0,6.8,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.67,,,,,,,,19,3,Slider,1,0,0,1,0,1,0,1,Infield shift,Standard,103.0,0.0,0.076
180,SI,2021-08-06,92.2,-1.83,6.53,"Alonso, Pete",624413,502043,,ball,,,,,14,Pete Alonso walks.   Brandon Nimmo to 2nd.,R,R,R,PHI,NYM,B,,,1,0,2021,-1.05,0.82,0.12,1.36,,,607043.0,2,3,Top,,,,,592663,,,7.261098583750104,-133.94149236256314,-9.211458615292685,-14.096508242122242,25.805670317263893,-20.626404589710006,3.4,1.58,,,,93.2,2148.0,6.8,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.75,,,,,,,,19,2,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,214.0,0.0,0.053
181,SI,2021-08-06,90.9,-2.33,6.31,"Alonso, Pete",624413,502043,,ball,,,,,13,Pete Alonso walks.   Brandon Nimmo to 2nd.,R,R,R,PHI,NYM,B,,,0,0,2021,-1.29,0.37,-0.03,1.25,,,607043.0,2,3,Top,,,,,592663,,,8.633808816126367,-131.97514098435855,-7.645790496225024,-16.882121550893054,26.773492414730665,-26.43983077457673,3.41,1.56,,,,91.9,2268.0,6.9,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.56,,,,,,,,19,1,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,225.0,0.0,0.039
182,SI,2021-08-06,95.2,-1.95,5.8,"Alonso, Pete",624413,593576,field_out,hit_into_play,,,,,11,"Pete Alonso grounds out, second baseman Jean Segura to first baseman Brad Miller.",R,R,R,PHI,NYM,X,4.0,ground_ball,2,2,2021,-1.26,1.05,-1.1,2.74,,,643446.0,2,7,Top,134.29,162.75,,,592663,,,5.073042462205999,-138.46817741947052,-4.738248016402176,-17.351403747423035,31.403199074130825,-17.83629568227079,3.49,1.6,93.0,39.7,37.0,95.5,2187.0,6.5,633074,593576,592663,543543,516416,664761,544369,546318,608671,547180,54.01,0.2,0.18,0.0,1.0,0.0,0.0,1.0,55,6,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,215.0,0.045,-0.188
183,FF,2021-08-06,94.5,-1.99,5.71,"Alonso, Pete",624413,593576,,foul,,,,,2,"Pete Alonso grounds out, second baseman Jean Segura to first baseman Brad Miller.",R,R,R,PHI,NYM,S,,,2,2,2021,-0.68,1.36,0.24,3.0,,,643446.0,2,7,Top,,,,,592663,,,7.320907197840923,-137.41987010141915,-4.41092074002712,-10.251953231010344,28.91634235978056,-14.109599921836768,3.49,1.6,192.0,75.5,20.0,94.5,2375.0,6.2,633074,593576,592663,543543,516416,664761,544369,546318,608671,547180,54.27,,,,,,,,55,5,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,227.0,0.0,0.0
184,FS,2021-08-06,84.2,-1.94,6.0,"Alonso, Pete",624413,593576,,called_strike,,,,,7,"Pete Alonso grounds out, second baseman Jean Segura to first baseman Brad Miller.",R,R,R,PHI,NYM,S,,,2,1,2021,-0.45,0.84,-0.75,1.77,,,643446.0,2,7,Top,,,,,592663,,,3.67510541113656,-122.55529516471698,-5.090180796115542,-5.275784641866169,25.05490846121624,-22.914560392423333,3.16,1.42,,,,84.2,1046.0,6.3,633074,593576,592663,543543,516416,664761,544369,546318,608671,547180,54.16,,,,,,,,55,4,Split-Finger,2,1,1,2,1,2,1,2,Standard,Standard,253.0,0.0,-0.068
185,SI,2021-08-06,95.2,-1.98,5.83,"Alonso, Pete",624413,593576,,ball,,,,,13,"Pete Alonso grounds out, second baseman Jean Segura to first baseman Brad Miller.",R,R,R,PHI,NYM,B,,,1,1,2021,-1.35,0.92,-0.51,1.15,,,643446.0,2,7,Top,,,,,592663,,,6.926775894709535,-138.35335349223732,-8.73280507716959,-18.874671538512985,29.5034625812038,-18.569141552773203,3.37,1.56,,,,95.7,2242.0,6.5,633074,593576,592663,543543,516416,664761,544369,546318,608671,547180,53.96,,,,,,,,55,3,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,217.0,0.0,0.042
186,SI,2021-08-06,95.6,-1.99,5.83,"Alonso, Pete",624413,593576,,foul_tip,,,,,13,"Pete Alonso grounds out, second baseman Jean Segura to first baseman Brad Miller.",R,R,R,PHI,NYM,S,,,1,0,2021,-1.41,0.83,-0.56,1.44,,,643446.0,2,7,Top,,,,,592663,,,6.986949516521987,-138.9236535110644,-7.838115401349353,-19.8602499143737,29.943296923120126,-19.82256632911244,3.49,1.6,,,,96.0,2171.0,6.5,633074,593576,592663,543543,516416,664761,544369,546318,608671,547180,54.0,,,,,,,,55,2,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,219.0,0.0,-0.049
187,SI,2021-08-06,94.5,-1.98,5.82,"Alonso, Pete",624413,593576,,ball,,,,,14,"Pete Alonso grounds out, second baseman Jean Segura to first baseman Brad Miller.",R,R,R,PHI,NYM,B,,,0,0,2021,-1.36,0.95,0.13,1.03,,,643446.0,2,7,Top,,,,,592663,,,8.517876007189704,-137.19711715048476,-8.903406851081211,-19.07461219149168,28.544003045372065,-18.40689779675908,3.16,1.41,,,,94.5,2248.0,6.3,633074,593576,592663,543543,516416,664761,544369,546318,608671,547180,54.22,,,,,,,,55,1,Sinker,2,1,1,2,1,2,1,2,Standard,Standard,217.0,0.0,0.039
188,SI,2021-08-06,93.6,-1.95,6.47,"Alonso, Pete",624413,502043,field_error,hit_into_play,,,,,4,Pete Alonso reaches on a fielding error by third baseman Alec Bohm.,R,R,R,PHI,NYM,X,5.0,ground_ball,3,2,2021,-1.31,0.47,-0.54,2.56,,,,2,1,Top,74.56,123.94,,,592663,,,6.584428223616404,-136.1764585093425,-5.440834322016183,-17.80270627747469,30.014974640128212,-25.290372716570463,3.49,1.6,57.0,105.7,0.0,94.2,2107.0,6.7,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.83,0.447,0.42100000000000004,0.9,1.0,0.0,0.0,4.0,3,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,216.0,-0.012,0.109
189,SL,2021-08-06,83.7,-2.16,6.36,"Alonso, Pete",624413,502043,,ball,,,,,14,Pete Alonso reaches on a fielding error by third baseman Alec Bohm.,R,R,R,PHI,NYM,B,,,2,2,2021,0.5,-0.23,1.57,0.07,,,,2,1,Top,,,,,592663,,,7.647216861554736,-121.44067423324287,-7.552363498968158,3.234556005942208,25.930613090652123,-33.019067692899426,3.37,1.56,,,,83.6,2483.0,6.6,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.91,,,,,,,,3,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,83.0,0.0,0.042
190,CU,2021-08-06,79.0,-2.03,6.52,"Alonso, Pete",624413,502043,,ball,,,,,14,Pete Alonso reaches on a fielding error by third baseman Alec Bohm.,R,R,R,PHI,NYM,B,,,1,2,2021,0.61,-0.85,0.21,0.53,,,,2,1,Top,,,,,592663,,,3.766334883094605,-114.8889008602744,-4.622374311165098,4.62487944835502,23.26967331611457,-38.92463811950411,3.28,1.55,,,,79.3,2435.0,6.8,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.74,,,,,,,,3,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,49.0,0.0,0.017
191,SI,2021-08-06,93.2,-1.91,6.51,"Alonso, Pete",624413,502043,,foul,,,,,13,Pete Alonso reaches on a fielding error by third baseman Alec Bohm.,R,R,R,PHI,NYM,S,,,1,1,2021,-1.36,0.53,-0.84,2.51,,,,2,1,Top,,,,,592663,,,5.7778328741676725,-135.59740384253593,-5.7127287429592,-18.01664043182856,29.35383366802366,-24.613543919475426,3.49,1.6,57.0,111.2,0.0,93.8,2160.0,6.6,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.88,,,,,,,,3,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,213.0,0.0,-0.027999999999999997
192,SI,2021-08-06,93.7,-2.05,6.36,"Alonso, Pete",624413,502043,,ball,,,,,13,Pete Alonso reaches on a fielding error by third baseman Alec Bohm.,R,R,R,PHI,NYM,B,,,0,1,2021,-1.37,0.48,-0.17,0.17,,,,2,1,Top,,,,,592663,,,7.898334362248657,-135.88497839522847,-11.307185795872474,-18.757965726029788,30.201148164277193,-23.832772246147762,3.3,1.57,,,,93.8,2189.0,6.6,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.93,,,,,,,,3,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,221.0,0.0,0.013999999999999999
193,SI,2021-08-06,92.9,-2.08,6.37,"Alonso, Pete",624413,502043,,called_strike,,,,,7,Pete Alonso reaches on a fielding error by third baseman Alec Bohm.,R,R,R,PHI,NYM,S,,,0,0,2021,-1.35,0.47,-0.57,1.62,,,,2,1,Top,,,,,592663,,,6.859347387455922,-134.93680811704172,-7.4234954935516475,-17.973070368818725,29.118222041820804,-24.95058313108325,3.43,1.65,,,,93.3,2159.0,6.6,633074,502043,592663,543543,516416,664761,544369,546318,608671,547180,53.92,,,,,,,,3,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,215.0,0.0,-0.019
194,FF,2021-08-05,89.3,1.31,6.31,"Alonso, Pete",624413,666129,field_out,hit_into_play,,,,,4,Pete Alonso flies out to center fielder Magneuris Sierra.,R,R,L,MIA,NYM,X,8.0,fly_ball,1,1,2021,0.46,1.41,-0.54,2.52,,,,1,5,Top,112.19,53.03,,,595751,,,-5.54374027640544,-129.83085221644308,-6.291781742294579,6.3498529733726725,27.56591702274235,-15.055217466432419,3.49,1.6,362.0,93.2,33.0,89.6,2242.0,6.5,633033,666129,595751,605412,665862,605119,500743,621446,642423,650559,53.96,0.09300000000000001,0.153,0.0,1.0,0.0,0.0,3.0,36,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard,160.0,0.023,-0.154
195,CH,2021-08-05,84.0,1.61,6.23,"Alonso, Pete",624413,666129,,ball,,,,,13,Pete Alonso flies out to center fielder Magneuris Sierra.,R,R,L,MIA,NYM,B,,,0,1,2021,1.23,0.88,-0.39,0.99,,,,1,5,Top,,,,,595751,,,-7.02417999378189,-121.90745462302631,-7.4251106078335365,13.639650236727192,24.834014121320692,-22.039652267146856,3.38,1.55,,,,83.6,1615.0,6.2,633033,666129,595751,605412,665862,605119,500743,621446,642423,650559,54.25,,,,,,,,36,2,Changeup,1,0,0,1,0,1,0,1,Infield shift,Standard,133.0,0.0,0.019
